Anchor,Ranging,Duration
An0014,933,0.013963460922241211
An0015,799,2.564852714538574
An0054,740,2.564852714538574
An0051,88,2.564852714538574
An0030,1152,2.564852714538574
An0014,982,2.564852714538574
An0015,799,3.080794334411621
An0054,742,3.080794334411621
An0051,84,3.080794334411621
An0030,1155,3.080794334411621
An0014,976,3.080794334411621
An0015,790,3.5813846588134766
An0054,738,3.5813846588134766
An0051,87,3.5813846588134766
An0030,1157,3.5813846588134766
An0014,946,3.5813846588134766
An0015,782,4.097614049911499
An0054,734,4.097614049911499
An0051,87,4.097614049911499
An0030,1185,4.097614049911499
An0014,924,4.097614049911499
An0015,723,4.598162412643433
An0054,734,4.598162412643433
An0051,128,4.598162412643433
An0030,1113,4.598162412643433
An0014,914,4.598162412643433
An0015,662,5.105578899383545
An0054,764,5.105578899383545
An0051,192,5.105578899383545
An0030,1055,5.105578899383545
An0014,840,5.105578899383545
An0015,636,5.620147466659546
An0054,764,5.620147466659546
An0051,213,5.620147466659546
An0030,1041,5.620147466659546
An0014,840,5.620147466659546
An0015,636,6.1207029819488525
An0051,218,6.1207029819488525
An0030,1029,6.1207029819488525
An0014,830,6.1207029819488525
An0051,218,6.621508836746216
An0030,1029,6.621508836746216
An0014,830,6.621508836746216
An0015,464,7.636094331741333
An0051,393,7.636094331741333
An0030,906,7.636094331741333
An0014,588,7.636094331741333
An0015,464,8.155032634735107
An0051,393,8.155032634735107
An0030,906,8.155032634735107
An0014,588,8.155032634735107
An0015,304,9.182619571685791
An0054,917,9.182619571685791
An0051,555,9.182619571685791
An0030,817,9.182619571685791
An0014,434,9.182619571685791
An0015,279,9.692232131958008
An0054,917,9.692232131958008
An0051,605,9.692232131958008
An0030,797,9.692232131958008
An0014,374,9.692232131958008
An0015,224,10.207545042037964
An0054,979,10.207545042037964
An0051,657,10.207545042037964
An0030,763,10.207545042037964
An0014,331,10.207545042037964
An0015,208,10.71683669090271
An0054,997,10.71683669090271
An0051,694,10.71683669090271
An0030,755,10.71683669090271
An0014,298,10.71683669090271
An0015,211,11.226998329162598
An0054,1004,11.226998329162598
An0051,701,11.226998329162598
An0030,755,11.226998329162598
An0014,295,11.226998329162598
An0015,211,11.742987394332886
An0054,1004,11.742987394332886
An0051,701,11.742987394332886
An0014,295,11.742987394332886
An0015,169,13.791339874267578
An0030,732,13.791339874267578
An0014,221,13.791339874267578
