Anchor,Ranging,Duration
An0015,803,0.01296377182006836
An0054,727,0.01296377182006836
An0051,90,0.01296377182006836
An0030,1157,0.01296377182006836
An0014,944,0.01296377182006836
An0015,803,0.5300593376159668
An0054,727,0.5300593376159668
An0051,90,0.5300593376159668
An0030,1157,0.5300593376159668
An0014,944,0.5300593376159668
An0015,795,1.5398383140563965
An0054,738,1.5398383140563965
An0051,86,1.5398383140563965
An0030,1152,1.5398383140563965
An0015,797,2.056382894515991
An0054,733,2.056382894515991
An0051,88,2.056382894515991
An0030,1148,2.056382894515991
An0014,932,2.056382894515991
An0015,801,2.564697265625
An0054,740,2.564697265625
An0051,83,2.564697265625
An0030,1144,2.564697265625
An0014,931,2.564697265625
An0015,795,3.0781779289245605
An0054,765,3.0781779289245605
An0051,85,3.0781779289245605
An0030,1140,3.0781779289245605
An0014,930,3.0781779289245605
An0015,795,3.578305959701538
An0054,765,3.578305959701538
An0051,85,3.578305959701538
An0030,1140,3.578305959701538
An0014,930,3.578305959701538
An0015,699,4.600578546524048
An0054,763,4.600578546524048
An0051,151,4.600578546524048
An0030,1074,4.600578546524048
An0014,818,4.600578546524048
An0015,688,5.104449510574341
An0054,763,5.104449510574341
An0051,165,5.104449510574341
An0030,1074,5.104449510574341
An0014,814,5.104449510574341
An0015,607,5.608743667602539
An0054,788,5.608743667602539
An0051,216,5.608743667602539
An0030,1011,5.608743667602539
An0014,734,5.608743667602539
An0015,607,6.118054389953613
An0054,788,6.118054389953613
An0051,216,6.118054389953613
An0030,1011,6.118054389953613
An0014,770,6.118054389953613
An0014,770,6.626795053482056
An0015,421,7.662596940994263
An0054,944,7.662596940994263
An0051,425,7.662596940994263
An0030,890,7.662596940994263
An0014,557,7.662596940994263
An0015,415,8.180750370025635
An0054,944,8.180750370025635
An0051,444,8.180750370025635
An0030,872,8.180750370025635
An0014,546,8.180750370025635
An0015,415,8.681339263916016
An0051,444,8.681339263916016
An0030,872,8.681339263916016
An0015,262,9.703263998031616
An0054,956,9.703263998031616
An0051,604,9.703263998031616
An0030,783,9.703263998031616
An0014,365,9.703263998031616
An0015,252,10.20793342590332
An0054,964,10.20793342590332
An0051,638,10.20793342590332
An0030,783,10.20793342590332
An0014,338,10.20793342590332
An0015,252,10.709094524383545
An0054,964,10.709094524383545
An0051,638,10.709094524383545
An0030,783,10.709094524383545
An0014,338,10.709094524383545
An0015,177,11.744839668273926
An0030,751,11.744839668273926
An0014,231,11.744839668273926
An0015,177,12.253943920135498
An0030,751,12.253943920135498
An0014,231,12.253943920135498
An0030,751,12.7545166015625
An0014,231,12.7545166015625
An0015,171,13.269569396972656
An0030,738,13.269569396972656
An0014,226,13.269569396972656
An0015,172,13.777381181716919
An0054,1048,13.777381181716919
An0030,735,13.777381181716919
An0014,229,13.777381181716919
