Anchor,Ranging,Duration
An0015,806,0.26084232330322266
An0054,710,0.26084232330322266
An0051,96,0.26084232330322266
An0030,1155,0.26084232330322266
An0014,930,0.26084232330322266
An0015,806,0.7785332202911377
An0054,710,0.7785332202911377
An0051,94,0.7785332202911377
An0030,1155,0.7785332202911377
An0014,930,0.7785332202911377
An0051,94,1.3022336959838867
An0015,801,2.332021951675415
An0054,724,2.332021951675415
An0030,1156,2.332021951675415
An0014,950,2.332021951675415
An0015,797,2.8325936794281006
An0054,738,2.8325936794281006
An0051,90,2.8325936794281006
An0030,1155,2.8325936794281006
An0014,940,2.8325936794281006
An0015,795,3.3438832759857178
An0054,737,3.3438832759857178
An0051,96,3.3438832759857178
An0030,1150,3.3438832759857178
An0014,941,3.3438832759857178
An0015,794,3.869036912918091
An0054,737,3.869036912918091
An0051,90,3.869036912918091
An0030,1149,3.869036912918091
An0014,938,3.869036912918091
An0015,777,4.379074335098267
An0054,726,4.379074335098267
An0051,100,4.379074335098267
An0030,1146,4.379074335098267
An0014,914,4.379074335098267
An0015,777,4.8996899127960205
An0051,100,4.8996899127960205
An0030,1146,4.8996899127960205
An0014,914,4.8996899127960205
An0051,100,5.417998552322388
An0014,914,5.417998552322388
An0015,605,5.9273130893707275
An0015,605,6.441773414611816
An0015,420,7.977553606033325
An0054,914,7.977553606033325
An0051,444,7.977553606033325
An0030,887,7.977553606033325
An0014,541,7.977553606033325
An0015,420,8.47814393043518
An0054,914,8.47814393043518
An0051,444,8.47814393043518
An0030,879,8.47814393043518
An0014,536,8.47814393043518
An0030,879,8.978718757629395
An0014,536,8.978718757629395
An0015,186,11.521512031555176
An0051,751,11.521512031555176
An0014,244,11.521512031555176
An0015,177,12.022340297698975
An0054,1064,12.022340297698975
An0051,777,12.022340297698975
An0014,228,12.022340297698975
An0015,176,12.54513931274414
An0054,1062,12.54513931274414
An0051,778,12.54513931274414
An0014,227,12.54513931274414
An0015,174,13.062432050704956
An0054,1061,13.062432050704956
An0051,775,13.062432050704956
An0030,729,13.062432050704956
An0014,224,13.062432050704956
An0015,175,13.593053579330444
An0054,1061,13.593053579330444
An0051,777,13.593053579330444
An0030,728,13.593053579330444
An0014,222,13.593053579330444
An0015,175,14.094825983047485
An0051,777,14.094825983047485
An0030,728,14.094825983047485
An0014,222,14.094825983047485
