Anchor,Ranging,Duration
An0015,808,0.17081618309020996
An0054,721,0.17081618309020996
An0051,99,0.17081618309020996
An0030,1153,0.17081618309020996
An0015,806,0.6886847019195557
An0054,721,0.6886847019195557
An0051,97,0.6886847019195557
An0030,1152,0.6886847019195557
An0014,922,0.6886847019195557
An0015,806,1.2050635814666748
An0051,97,1.2050635814666748
An0030,1152,1.2050635814666748
An0014,922,1.2050635814666748
An0015,802,2.2351133823394775
An0054,724,2.2351133823394775
An0051,97,2.2351133823394775
An0030,1148,2.2351133823394775
An0014,925,2.2351133823394775
An0015,799,2.743136167526245
An0054,723,2.743136167526245
An0051,102,2.743136167526245
An0030,1146,2.743136167526245
An0014,930,2.743136167526245
An0015,795,3.2437245845794678
An0054,719,3.2437245845794678
An0051,103,3.2437245845794678
An0030,1147,3.2437245845794678
An0014,932,3.2437245845794678
An0015,783,3.752002000808716
An0054,728,3.752002000808716
An0051,93,3.752002000808716
An0030,1149,3.752002000808716
An0014,971,3.752002000808716
An0015,764,4.393126487731934
An0054,733,4.393126487731934
An0051,98,4.393126487731934
An0030,1127,4.393126487731934
An0014,954,4.393126487731934
An0015,762,4.89367151260376
An0054,733,4.89367151260376
An0051,107,4.89367151260376
An0030,1127,4.89367151260376
An0014,954,4.89367151260376
An0015,592,5.918064594268799
An0054,783,5.918064594268799
An0051,259,5.918064594268799
An0014,729,5.918064594268799
An0015,592,6.433649063110352
An0054,788,6.433649063110352
An0051,259,6.433649063110352
An0030,1000,6.433649063110352
An0014,729,6.433649063110352
An0054,788,6.934192657470703
An0030,1000,6.934192657470703
An0015,427,7.952179670333862
An0054,860,7.952179670333862
An0051,444,7.952179670333862
An0030,877,7.952179670333862
An0014,539,7.952179670333862
An0015,387,8.465940237045288
An0054,957,8.465940237045288
An0051,473,8.465940237045288
An0030,862,8.465940237045288
An0014,538,8.465940237045288
An0015,346,8.982171058654785
An0054,946,8.982171058654785
An0051,526,8.982171058654785
An0030,816,8.982171058654785
An0014,497,8.982171058654785
An0015,311,9.488923072814941
An0054,925,9.488923072814941
An0051,573,9.488923072814941
An0030,811,9.488923072814941
An0014,440,9.488923072814941
An0015,311,9.998069763183594
An0054,920,9.998069763183594
An0051,573,9.998069763183594
An0030,806,9.998069763183594
An0014,427,9.998069763183594
An0054,920,10.522515058517456
An0030,806,10.522515058517456
An0014,427,10.522515058517456
An0015,181,11.539062976837158
An0054,1036,11.539062976837158
An0051,751,11.539062976837158
An0030,732,11.539062976837158
An0014,254,11.539062976837158
An0015,177,12.05386734008789
An0054,1036,12.05386734008789
An0051,751,12.05386734008789
An0030,729,12.05386734008789
An0014,234,12.05386734008789
An0015,175,12.561854839324951
An0054,1032,12.561854839324951
An0051,767,12.561854839324951
An0030,729,12.561854839324951
An0014,234,12.561854839324951
An0015,171,13.578647375106812
An0015,173,14.09625792503357
An0054,335,14.09625792503357
An0051,779,14.09625792503357
An0030,736,14.09625792503357
