Anchor,Ranging,Duration
An0015,798,0.7248580455780029
An0015,799,1.234147548675537
An0054,285,1.234147548675537
An0051,97,1.234147548675537
An0030,323,1.234147548675537
An0014,955,1.234147548675537
An0015,796,1.7516534328460693
An0054,728,1.7516534328460693
An0051,89,1.7516534328460693
An0030,1151,1.7516534328460693
An0014,227,1.7516534328460693
An0015,800,2.2572286128997803
An0054,728,2.2572286128997803
An0051,89,2.2572286128997803
An0030,1146,2.2572286128997803
An0014,944,2.2572286128997803
An0015,803,2.7734508514404297
An0054,728,2.7734508514404297
An0051,92,2.7734508514404297
An0030,1144,2.7734508514404297
An0014,946,2.7734508514404297
An0015,803,3.2965710163116455
An0054,728,3.2965710163116455
An0051,92,3.2965710163116455
An0030,1144,3.2965710163116455
An0014,946,3.2965710163116455
An0054,728,3.820509672164917
An0051,92,3.820509672164917
An0030,1144,3.820509672164917
An0014,946,3.820509672164917
An0015,760,4.346128940582275
An0015,760,4.846721410751343
An0051,113,4.846721410751343
An0030,1116,4.846721410751343
An0014,879,4.846721410751343
An0051,113,5.370227813720703
An0030,1116,5.370227813720703
An0014,879,5.370227813720703
An0015,595,5.873523235321045
An0015,571,6.37500786781311
An0051,275,6.37500786781311
An0030,989,6.37500786781311
An0014,711,6.37500786781311
An0015,567,6.889056921005249
An0054,785,6.889056921005249
An0051,275,6.889056921005249
An0030,989,6.889056921005249
An0014,701,6.889056921005249
An0015,375,8.402892351150513
An0054,877,8.402892351150513
An0051,483,8.402892351150513
An0030,859,8.402892351150513
An0014,533,8.402892351150513
An0015,320,8.908613920211792
An0054,905,8.908613920211792
An0051,555,8.908613920211792
An0030,838,8.908613920211792
An0014,427,8.908613920211792
An0015,303,9.412725687026978
An0054,927,9.412725687026978
An0051,572,9.412725687026978
An0030,175,9.412725687026978
An0014,407,9.412725687026978
An0015,260,9.9132981300354
An0054,954,9.9132981300354
An0051,611,9.9132981300354
An0030,788,9.9132981300354
An0014,368,9.9132981300354
An0015,219,10.433823585510254
An0054,986,10.433823585510254
An0051,646,10.433823585510254
An0030,761,10.433823585510254
An0014,311,10.433823585510254
An0015,219,10.940742254257202
An0054,986,10.940742254257202
An0051,646,10.940742254257202
An0030,761,10.940742254257202
An0014,298,10.940742254257202
An0015,219,11.443036317825317
An0054,986,11.443036317825317
An0030,761,11.443036317825317
An0014,298,11.443036317825317
An0014,298,11.948685646057129
An0015,169,12.470807313919067
An0051,772,12.470807313919067
An0030,740,12.470807313919067
An0014,231,12.470807313919067
An0015,171,12.98637318611145
An0051,772,12.98637318611145
An0030,744,12.98637318611145
An0014,227,12.98637318611145
An0015,171,13.48736047744751
An0054,1052,13.48736047744751
An0051,774,13.48736047744751
An0030,738,13.48736047744751
An0014,232,13.48736047744751
An0015,170,13.987953662872314
An0054,1047,13.987953662872314
An0051,772,13.987953662872314
An0030,736,13.987953662872314
An0014,230,13.987953662872314
