Anchor,Ranging,Duration
An0015,803,0.01296544075012207
An0051,101,0.01296544075012207
An0030,1152,0.01296544075012207
An0014,935,0.01296544075012207
An0015,801,0.523024320602417
An0051,104,0.523024320602417
An0030,1156,0.523024320602417
An0014,934,0.523024320602417
An0015,796,1.0442018508911133
An0054,705,1.0442018508911133
An0051,99,1.0442018508911133
An0030,1152,1.0442018508911133
An0014,929,1.0442018508911133
An0015,796,1.554640293121338
An0054,705,1.554640293121338
An0051,97,1.554640293121338
An0030,1151,1.554640293121338
An0014,929,1.554640293121338
An0015,796,2.074115037918091
An0051,97,2.074115037918091
An0030,1151,2.074115037918091
An0014,929,2.074115037918091
An0015,796,3.090306282043457
An0051,92,3.090306282043457
An0030,1146,3.090306282043457
An0015,796,3.6065258979797363
An0051,92,3.6065258979797363
An0030,1146,3.6065258979797363
An0015,761,4.618186950683594
An0054,742,4.618186950683594
An0051,107,4.618186950683594
An0014,909,4.618186950683594
An0015,761,5.118287563323975
An0054,768,5.118287563323975
An0051,107,5.118287563323975
An0014,907,5.118287563323975
An0054,768,5.628920555114746
An0014,907,5.628920555114746
An0015,558,6.634453296661377
An0051,303,6.634453296661377
An0014,734,6.634453296661377
An0015,509,7.135041236877441
An0051,348,7.135041236877441
An0030,942,7.135041236877441
An0014,660,7.135041236877441
An0015,459,7.635637283325195
An0051,395,7.635637283325195
An0030,942,7.635637283325195
An0014,611,7.635637283325195
An0015,451,8.164763927459717
An0051,417,8.164763927459717
An0030,906,8.164763927459717
An0014,589,8.164763927459717
An0015,451,8.673140287399292
An0051,417,8.673140287399292
An0030,906,8.673140287399292
An0014,589,8.673140287399292
An0015,304,9.708949565887451
An0051,585,9.708949565887451
An0030,813,9.708949565887451
An0014,450,9.708949565887451
An0015,304,10.209380626678467
An0051,585,10.209380626678467
An0030,813,10.209380626678467
An0014,450,10.209380626678467
An0051,585,10.731205701828003
An0030,813,10.731205701828003
An0014,450,10.731205701828003
An0015,204,11.246216058731079
An0051,739,11.246216058731079
An0014,272,11.246216058731079
An0015,204,11.771612644195557
An0051,739,11.771612644195557
An0030,752,11.771612644195557
An0014,260,11.771612644195557
An0030,752,12.273356199264526
An0014,260,12.273356199264526
An0015,172,13.299244403839111
An0054,1044,13.299244403839111
An0051,774,13.299244403839111
An0030,742,13.299244403839111
An0014,231,13.299244403839111
An0015,176,13.799816846847534
An0054,1047,13.799816846847534
An0051,772,13.799816846847534
An0030,742,13.799816846847534
An0014,238,13.799816846847534
