Anchor,Ranging,Duration
An0015,804,0.10918045043945312
An0054,744,0.10918045043945312
An0051,92,0.10918045043945312
An0030,1156,0.10918045043945312
An0015,804,0.6270308494567871
An0030,1156,0.6270308494567871
An0015,800,3.1814651489257812
An0054,755,3.1814651489257812
An0051,89,3.1814651489257812
An0030,1147,3.1814651489257812
An0014,975,3.1814651489257812
An0015,800,3.6931164264678955
An0054,756,3.6931164264678955
An0051,90,3.6931164264678955
An0030,1147,3.6931164264678955
An0014,975,3.6931164264678955
An0054,756,4.221338510513306
An0051,90,4.221338510513306
An0015,521,6.77806282043457
An0054,886,6.77806282043457
An0030,940,6.77806282043457
An0014,645,6.77806282043457
An0015,518,7.289458751678467
An0054,824,7.289458751678467
An0030,940,7.289458751678467
An0014,633,7.289458751678467
An0015,485,7.803219556808472
An0054,824,7.803219556808472
An0030,940,7.803219556808472
An0014,608,7.803219556808472
An0015,485,8.334057807922363
An0014,608,8.334057807922363
An0015,318,9.3408203125
An0054,913,9.3408203125
An0030,811,9.3408203125
An0014,413,9.3408203125
An0015,294,9.841300010681152
An0054,941,9.841300010681152
An0030,811,9.841300010681152
An0014,404,9.841300010681152
An0015,294,10.341891527175903
An0054,941,10.341891527175903
An0030,790,10.341891527175903
An0014,404,10.341891527175903
An0015,190,11.374240159988403
An0015,191,11.890194416046143
An0054,1037,11.890194416046143
An0051,749,11.890194416046143
An0030,747,11.890194416046143
An0014,252,11.890194416046143
An0054,1037,12.414713382720947
An0030,747,12.414713382720947
An0014,252,12.414713382720947
An0015,171,13.43043303489685
An0051,773,13.43043303489685
An0014,257,13.43043303489685
An0051,773,13.939302444458008
An0014,257,13.939302444458008
