x,y,z,duration
0.202,0.089,0.087,71680
0.126,0.157,0.099,71685
0.032,0.172,0.042,71690
0.015,0.193,0.055,71695
-0.054,0.208,0.054,71700
-0.083,0.244,-0.02,71705
-0.07,0.267,0.016,71710
-0.094,0.27,-0.015,71715
-0.101,0.277,0.011,71720
-0.048,0.258,0.028,71725
-0.056,0.232,0.007,71730
-0.072,0.149,0.045,71735
0.007,0.078,0.08,71740
-0.022,-0.002,0.037,71744
-0.093,-0.084,0.064,71749
-0.084,-0.131,0.087,71754
-0.089,-0.187,0.061,71759
-0.054,-0.229,0.034,71764
-0.079,-0.223,0.078,71769
-0.118,-0.222,0.065,71774
-0.132,-0.204,0.033,71779
-0.106,-0.21,0.047,71784
-0.1,-0.171,0.081,71789
-0.072,-0.159,0.064,71794
-0.108,-0.134,0.045,71799
-0.132,-0.108,0.053,71804
-0.11,-0.058,0.052,71809
-0.047,-0.069,0.021,71814
-0.06,-0.037,0.027,71819
-0.058,-0.007,0.016,71824
-0.065,0.049,-0.036,71829
0.04,0.096,-0.046,71834
0.023,0.107,-0.024,71839
0.038,0.092,0.012,71843
0.021,0.1,0.028,71848
0.053,0.125,0.0,71853
0.078,0.129,0.025,71858
0.062,0.099,0.036,71863
0.073,0.081,0.028,71868
0.061,0.06,0.094,71873
0.059,0.041,0.054,71878
0.079,0.028,0.07,71883
0.058,0.012,0.072,71888
0.061,0.002,0.052,71893
0.042,-0.001,0.102,71898
0.068,-0.04,0.114,71903
0.052,-0.057,0.102,71908
0.034,-0.052,0.109,71913
0.061,-0.068,0.055,71918
0.059,-0.07,0.088,71923
0.092,-0.084,0.075,71928
0.052,-0.067,0.037,71933
0.008,-0.052,0.068,71938
0.055,-0.051,0.083,71943
0.032,-0.076,0.04,71947
0.016,-0.098,0.023,71952
-0.002,-0.063,-0.008,71957
-0.002,-0.022,-0.02,71962
-0.002,-0.015,-0.001,71967
-0.006,0.002,0.015,71972
-0.039,0.011,-0.024,71977
-0.023,0.053,-0.06,71982
-0.003,0.052,-0.067,71987
-0.054,0.068,-0.048,71992
-0.027,0.057,-0.064,71997
-0.042,0.055,-0.036,72002
0.009,0.041,-0.046,72007
-0.004,0.041,-0.05,72012
0.017,0.067,-0.006,72017
0.02,0.039,-0.078,72022
0.022,0.022,-0.083,72027
0.015,0.02,-0.023,72032
0.044,0.005,0.021,72037
0.039,-0.02,0.049,72042
0.027,0.019,0.057,72046
0.024,0.022,0.073,72051
0.022,0.011,0.083,72056
0.015,0.031,0.057,72061
0.026,0.032,0.043,72066
