x,y,z,duration
-0.298,0.099,-0.218,178428
-0.255,0.128,-0.214,178432
-0.178,0.175,-0.153,178437
-0.147,0.209,-0.121,178442
-0.063,0.249,-0.109,178447
-0.005,0.237,-0.089,178452
0.072,0.243,-0.033,178457
0.138,0.197,-0.012,178462
0.137,0.143,0.074,178467
0.132,0.064,0.106,178472
0.119,-0.041,0.121,178477
0.163,-0.097,0.16,178482
0.095,-0.156,0.196,178487
0.098,-0.209,0.228,178492
0.067,-0.249,0.27,178497
0.03,-0.258,0.286,178502
-0.007,-0.275,0.309,178507
-0.049,-0.287,0.317,178512
-0.066,-0.279,0.289,178517
-0.106,-0.234,0.269,178522
-0.113,-0.206,0.242,178527
-0.102,-0.164,0.231,178532
-0.079,-0.083,0.195,178536
-0.092,-0.049,0.154,178541
-0.074,-0.001,0.108,178546
-0.062,0.046,0.089,178551
0.0,0.08,0.062,178556
-0.013,0.119,-0.003,178561
0.009,0.129,-0.007,178566
0.068,0.133,-0.075,178571
0.148,0.12,-0.085,178576
0.128,0.147,-0.038,178581
0.18,0.166,-0.081,178586
0.154,0.163,-0.047,178591
0.108,0.138,-0.047,178596
0.17,0.158,0.004,178601
0.11,0.129,0.025,178606
0.052,0.082,0.014,178611
0.021,0.091,0.056,178616
-0.041,0.047,0.089,178621
-0.067,0.012,0.024,178626
-0.12,-0.018,0.047,178631
-0.147,-0.012,0.103,178635
-0.154,-0.036,0.054,178640
-0.143,-0.033,0.044,178645
-0.193,-0.038,0.035,178650
-0.157,-0.056,-0.015,178655
-0.149,-0.072,0.029,178660
-0.113,-0.064,0.0,178665
-0.046,-0.054,-0.008,178670
-0.006,-0.04,0.027,178675
-0.049,-0.014,-0.053,178680
-0.001,-0.047,-0.047,178685
0.033,-0.047,-0.086,178690
-0.004,-0.016,-0.155,178695
-0.016,-0.01,-0.13,178700
0.053,0.003,-0.113,178705
0.069,-0.018,-0.166,178710
0.019,0.004,-0.145,178715
0.086,0.021,-0.118,178720
0.138,0.006,-0.106,178725
0.124,-0.002,-0.061,178730
0.142,-0.006,-0.05,178734
0.166,0.002,-0.041,178739
0.188,0.015,0.001,178744
0.2,0.022,-0.015,178749
0.21,0.015,-0.035,178754
0.185,0.044,-0.019,178759
0.14,0.048,-0.051,178764
0.105,0.043,-0.068,178769
0.085,0.043,-0.052,178774
0.073,0.06,-0.034,178779
0.061,0.024,-0.018,178784
0.081,0.013,-0.02,178789
0.008,-0.009,-0.001,178794
-0.001,-0.012,-0.018,178799
-0.005,-0.007,0.013,178804
-0.017,-0.028,0.038,178809
-0.007,-0.007,0.038,178814
-0.023,-0.02,0.017,178819
-0.06,0.012,0.002,178824
-0.058,0.002,0.011,178829
-0.039,0.01,0.018,178833
-0.035,0.013,0.029,178838
0.002,0.0,0.056,178843
-0.028,0.012,0.046,178848
-0.02,0.011,0.024,178853
0.019,-0.002,0.056,178858
0.009,-0.024,0.064,178863
0.029,-0.025,0.049,178868
0.031,-0.006,0.044,178873
0.002,-0.001,0.065,178878
-0.002,-0.026,0.072,178883
-0.014,-0.015,0.034,178888
0.025,0.003,0.087,178893
0.014,0.02,0.061,178898
-0.038,0.031,0.098,178903
-0.035,0.014,0.045,178908
-0.022,0.026,0.027,178913
-0.016,0.032,0.037,178918
-0.014,-0.026,0.038,178923
