Anchor,Ranging,Duration
An0051,107,4.618186950683594
An0054,742,4.618186950683594
An0015,761,4.618186950683594
An0014,909,4.618186950683594
An0051,107,5.118287563323975
An0015,761,5.118287563323975
An0054,768,5.118287563323975
An0014,907,5.118287563323975
An0051,348,7.135041236877441
An0015,509,7.135041236877441
An0014,660,7.135041236877441
An0030,942,7.135041236877441
An0051,395,7.635637283325195
An0015,459,7.635637283325195
An0014,611,7.635637283325195
An0030,942,7.635637283325195
An0051,417,8.164763927459719
An0015,451,8.164763927459719
An0014,589,8.164763927459719
An0030,906,8.164763927459719
An0051,417,8.673140287399294
An0015,451,8.673140287399294
An0014,589,8.673140287399294
An0030,906,8.673140287399294
An0015,304,9.708949565887453
An0014,450,9.708949565887453
An0051,585,9.708949565887453
An0030,813,9.708949565887453
An0015,304,10.209380626678467
An0014,450,10.209380626678467
An0051,585,10.209380626678467
An0030,813,10.209380626678467
