Anchor,Ranging,Duration
An0051,90,2.8325936794281006
An0054,738,2.8325936794281006
An0015,797,2.8325936794281006
An0014,940,2.8325936794281006
An0051,96,3.3438832759857178
An0054,737,3.3438832759857178
An0015,795,3.3438832759857178
An0014,941,3.3438832759857178
An0051,90,3.8690369129180913
An0054,737,3.8690369129180913
An0015,794,3.8690369129180913
An0014,938,3.8690369129180913
An0051,100,4.3790743350982675
An0054,726,4.3790743350982675
An0015,777,4.3790743350982675
An0014,914,4.3790743350982675
An0051,100,4.8996899127960205
An0015,777,4.8996899127960205
An0014,914,4.8996899127960205
An0030,1146,4.8996899127960205
An0015,420,7.977553606033325
An0051,444,7.977553606033325
An0014,541,7.977553606033325
An0030,887,7.977553606033325
An0015,420,8.478143930435179
An0051,444,8.478143930435179
An0014,536,8.478143930435179
An0030,879,8.478143930435179
