x,y,z,duration
0.13,0.107,0.026,3003
0.181,0.092,-0.062,3008
0.15,0.109,-0.081,3013
0.157,0.12,-0.103,3017
0.167,0.133,-0.175,3022
0.124,0.146,-0.239,3027
0.06,0.17,-0.276,3032
0.002,0.144,-0.282,3037
-0.031,0.19,-0.254,3042
-0.045,0.162,-0.272,3047
-0.049,0.172,-0.288,3052
-0.036,0.194,-0.216,3057
-0.088,0.183,-0.181,3062
-0.079,0.156,-0.133,3067
-0.041,0.114,-0.042,3072
-0.037,0.094,-0.081,3077
0.004,0.115,-0.073,3082
0.09,0.078,-0.074,3087
0.06,0.061,-0.11,3092
0.041,0.055,-0.198,3097
0.041,0.015,-0.26,3102
-0.023,0.061,-0.329,3107
-0.025,0.149,-0.291,3112
0.007,0.191,-0.249,3116
-0.066,0.219,-0.276,3121
-0.089,0.257,-0.235,3126
-0.132,0.266,-0.091,3131
-0.119,0.317,-0.017,3136
-0.141,0.32,0.027,3141
-0.136,0.326,0.028,3146
-0.2,0.354,0.064,3151
-0.296,0.366,0.118,3156
-0.331,0.355,0.132,3161
-0.332,0.315,0.119,3166
-0.433,0.142,0.102,3171
-0.881,-0.329,-0.389,3176
-0.551,0.121,0.187,3181
-0.026,0.536,0.548,3186
0.182,0.452,0.424,3191
-0.029,-0.088,0.239,3196
-0.216,-0.29,0.319,3201
-0.233,-0.171,0.334,3206
-0.244,-0.184,0.37,3210
-0.267,-0.157,0.509,3215
-0.266,-0.154,0.484,3220
-0.166,-0.151,0.375,3225
-0.184,-0.166,0.338,3230
-0.213,-0.163,0.326,3235
-0.2,-0.146,0.28,3240
-0.189,-0.063,0.179,3245
-0.204,0.016,0.204,3250
-0.188,0.105,0.149,3255
-0.143,0.112,0.164,3260
-0.064,0.083,0.182,3265
0.032,0.088,0.22,3270
0.059,0.083,0.25,3275
0.096,0.04,0.285,3280
0.103,-0.019,0.312,3285
0.097,-0.077,0.298,3290
0.062,-0.087,0.29,3295
0.081,-0.173,0.257,3300
0.03,-0.216,0.278,3304
0.036,-0.315,0.289,3309
-0.006,-0.369,0.316,3314
0.063,-0.483,0.298,3319
0.091,-0.551,0.255,3324
0.095,-0.612,0.173,3329
0.115,-0.612,0.19,3334
0.043,-0.58,0.206,3339
-0.02,-0.492,0.207,3344
-0.091,-0.344,0.251,3349
-0.16,-0.18,0.269,3354
-0.247,-0.089,0.328,3359
-0.257,0.048,0.321,3364
-0.292,0.113,0.28,3369
-0.228,0.174,0.231,3374
-0.162,0.174,0.173,3379
-0.055,0.178,0.091,3384
0.083,0.191,0.017,3389
0.187,0.262,-0.07,3393
0.22,0.257,-0.119,3398
0.284,0.214,-0.215,3403
0.32,0.21,-0.305,3408
0.357,0.211,-0.339,3413
0.304,0.198,-0.422,3418
0.295,0.191,-0.453,3423
0.33,0.116,-0.442,3428
0.293,0.109,-0.419,3433
0.294,0.024,-0.446,3438
0.247,0.005,-0.401,3443
0.114,-0.008,-0.318,3448
0.099,-0.097,-0.273,3453
0.059,-0.118,-0.207,3458
-0.011,-0.145,-0.178,3463
-0.109,-0.147,-0.156,3468
-0.163,-0.146,-0.127,3473
-0.297,-0.148,-0.071,3478
-0.414,-0.125,-0.055,3483
-0.446,-0.112,-0.024,3488
-0.535,-0.088,0.021,3492
-0.58,-0.053,0.074,3497
-0.57,-0.074,0.145,3502
-0.59,-0.053,0.126,3507
-0.566,-0.035,0.156,3512
-0.552,-0.04,0.171,3517
-0.505,0.032,0.093,3522
-0.455,0.089,0.049,3527
-0.396,0.102,0.053,3532
-0.335,0.122,-0.016,3537
-0.202,0.122,-0.113,3542
-0.113,0.136,-0.175,3547
-0.016,0.144,-0.265,3552
0.067,0.134,-0.355,3557
0.112,0.129,-0.38,3562
0.204,0.12,-0.424,3567
0.253,0.095,-0.424,3572
0.339,0.107,-0.391,3577
0.417,0.105,-0.321,3582
0.462,0.107,-0.237,3586
0.493,0.088,-0.183,3591
0.59,0.075,-0.126,3596
0.643,0.024,-0.083,3601
0.708,0.009,-0.157,3606
0.719,-0.008,-0.146,3611
0.699,0.026,-0.161,3616
0.689,0.054,-0.175,3621
0.633,0.001,-0.248,3626
0.566,0.009,-0.322,3631
0.522,0.017,-0.393,3636
0.427,0.019,-0.371,3641
0.293,0.056,-0.36,3646
0.126,0.072,-0.345,3651
-0.015,0.069,-0.268,3656
-0.156,0.079,-0.116,3661
-0.274,0.05,0.067,3666
-0.384,0.053,0.203,3671
-0.415,0.022,0.346,3676
-0.412,-0.009,0.359,3680
-0.431,-0.047,0.413,3685
-0.306,-0.111,0.381,3690
-0.18,-0.147,0.269,3695
-0.141,-0.206,0.221,3700
-0.058,-0.228,0.121,3705
-0.004,-0.188,0.001,3710
0.021,-0.169,-0.127,3715
0.01,-0.114,-0.209,3720
-0.029,0.013,-0.3,3725
0.0,0.051,-0.344,3730
0.012,0.127,-0.361,3735
-0.014,0.166,-0.394,3740
-0.09,0.188,-0.397,3745
-0.103,0.2,-0.405,3750
-0.101,0.201,-0.382,3755
-0.155,0.138,-0.292,3760
-0.131,0.115,-0.237,3765
-0.097,0.082,-0.17,3770
-0.087,0.022,-0.049,3774
-0.061,-0.005,0.054,3779
-0.081,0.0,0.134,3784
-0.129,0.003,0.259,3789
-0.107,-0.03,0.306,3794
-0.131,0.006,0.366,3799
-0.092,-0.054,0.364,3804
-0.126,-0.07,0.353,3809
-0.143,-0.072,0.404,3814
-0.09,-0.125,0.493,3819
-0.012,-0.155,0.534,3824
0.1,-0.161,0.571,3829
0.138,-0.201,0.596,3834
0.094,-0.224,0.609,3839
0.05,-0.219,0.691,3844
