x,y,z,duration
-0.292,0.24,-0.013,14213
-0.215,0.156,-0.012,14218
-0.138,0.115,0.062,14223
-0.094,0.034,0.068,14228
-0.024,-0.016,0.062,14233
0.021,-0.027,0.051,14238
0.083,-0.085,0.054,14243
0.105,-0.128,0.075,14248
0.125,-0.141,0.11,14253
0.147,-0.183,0.112,14258
0.145,-0.19,0.101,14263
0.152,-0.171,0.056,14268
0.18,-0.176,0.038,14272
0.187,-0.167,0.094,14277
0.203,-0.159,0.046,14282
0.191,-0.117,0.072,14287
0.202,-0.122,0.043,14292
0.208,-0.097,0.013,14297
0.183,-0.113,0.067,14302
0.152,-0.11,0.013,14307
0.158,-0.129,-0.022,14312
0.129,-0.112,-0.024,14317
0.12,-0.088,0.016,14322
0.044,-0.079,0.023,14327
0.018,-0.071,0.021,14332
0.037,-0.017,0.049,14337
0.012,0.001,0.083,14342
0.007,0.036,0.062,14347
-0.036,0.088,0.064,14352
-0.011,0.096,0.053,14357
-0.036,0.126,0.052,14362
-0.019,0.186,0.073,14367
0.016,0.193,0.031,14371
0.015,0.17,0.011,14376
0.013,0.157,-0.037,14381
0.007,0.141,-0.068,14386
-0.001,0.093,-0.065,14391
0.011,0.036,-0.054,14396
-0.045,-0.001,-0.079,14401
-0.01,-0.04,-0.062,14406
-0.039,-0.07,-0.048,14411
0.024,-0.08,-0.073,14416
0.0,-0.077,-0.035,14421
0.021,-0.138,-0.032,14426
0.041,-0.115,-0.003,14431
0.019,-0.112,0.022,14436
0.039,-0.075,0.0,14441
0.022,-0.055,0.038,14446
0.024,-0.041,0.038,14451
0.069,0.01,0.0,14456
0.041,0.009,0.026,14461
0.084,0.042,-0.006,14466
0.106,0.068,-0.001,14471
0.117,0.083,0.002,14475
0.122,0.113,-0.006,14480
0.097,0.111,-0.031,14485
0.104,0.13,-0.036,14490
0.103,0.143,-0.024,14495
0.105,0.102,-0.022,14500
0.099,0.118,-0.028,14505
0.102,0.08,-0.008,14510
0.07,0.029,-0.024,14515
0.046,0.005,0.012,14520
0.037,-0.012,0.01,14525
0.024,-0.097,0.027,14530
0.005,-0.118,0.011,14535
0.0,-0.097,0.027,14540
0.009,-0.135,0.042,14545
-0.009,-0.147,0.042,14550
-0.038,-0.102,0.003,14555
-0.043,-0.07,0.033,14560
-0.021,-0.072,0.0,14565
-0.062,-0.056,-0.017,14570
-0.056,-0.003,-0.045,14574
-0.076,0.022,-0.032,14579
-0.094,0.046,-0.042,14584
-0.068,0.045,-0.012,14589
-0.043,0.071,-0.006,14594
-0.026,0.094,-0.023,14599
-0.006,0.102,0.009,14604
-0.006,0.113,-0.03,14609
0.041,0.115,-0.036,14614
0.02,0.12,-0.045,14619
0.031,0.07,-0.019,14624
0.028,0.071,-0.013,14629
0.012,0.051,-0.024,14634
0.006,0.024,-0.009,14639
