x,y,z,duration
-0.203,0.454,0.05,3003
-0.148,0.521,0.032,3008
-0.125,0.537,0.038,3013
-0.108,0.557,0.034,3018
-0.08,0.579,0.009,3023
-0.05,0.585,0.029,3028
0.001,0.579,0.035,3033
0.057,0.534,0.113,3038
0.069,0.528,0.158,3043
0.075,0.488,0.224,3048
0.063,0.482,0.288,3053
-0.024,0.46,0.393,3058
-0.061,0.405,0.457,3062
-0.08,0.33,0.45,3067
-0.128,0.262,0.435,3072
-0.146,0.176,0.387,3077
-0.23,0.167,0.331,3082
-0.418,0.107,0.358,3087
-0.544,0.006,0.452,3092
-0.611,-0.071,0.475,3097
-0.614,-0.138,0.462,3102
-0.553,-0.214,0.481,3107
-0.484,-0.296,0.558,3112
-0.337,-0.361,0.64,3117
-0.213,-0.385,0.64,3122
-0.045,-0.377,0.572,3127
0.118,-0.352,0.433,3132
0.197,-0.287,0.308,3137
0.281,-0.176,0.139,3142
0.287,-0.09,-0.021,3147
0.301,-0.029,-0.079,3152
0.297,0.072,-0.144,3157
0.306,0.121,-0.259,3161
0.258,0.169,-0.336,3166
0.206,0.243,-0.324,3171
0.181,0.236,-0.309,3176
0.15,0.182,-0.257,3181
0.131,0.133,-0.196,3186
0.062,0.133,-0.185,3191
0.025,0.12,-0.184,3196
-0.041,0.086,-0.196,3201
-0.084,0.09,-0.167,3206
-0.114,0.077,-0.146,3211
-0.081,0.065,-0.145,3216
-0.017,0.011,-0.134,3221
0.035,0.005,-0.117,3226
-0.002,0.039,-0.131,3231
0.002,0.066,-0.161,3236
0.023,0.037,-0.192,3241
0.016,0.034,-0.242,3246
0.01,0.004,-0.278,3251
0.052,-0.008,-0.302,3256
0.03,-0.059,-0.323,3260
0.001,-0.1,-0.304,3265
0.005,-0.133,-0.278,3270
0.026,-0.18,-0.258,3275
0.071,-0.231,-0.181,3280
0.124,-0.346,-0.171,3285
0.129,-0.38,-0.158,3290
0.103,-0.403,-0.186,3295
0.097,-0.431,-0.262,3300
0.074,-0.448,-0.292,3305
0.067,-0.442,-0.275,3310
0.073,-0.454,-0.256,3315
0.061,-0.46,-0.269,3320
0.016,-0.431,-0.247,3325
-0.04,-0.44,-0.218,3330
-0.105,-0.448,-0.174,3335
-0.082,-0.485,-0.092,3340
-0.069,-0.505,-0.109,3345
-0.11,-0.524,-0.158,3350
-0.099,-0.549,-0.185,3355
-0.127,-0.554,-0.107,3359
-0.136,-0.559,-0.113,3364
-0.144,-0.568,-0.119,3369
-0.125,-0.532,-0.103,3374
-0.126,-0.479,-0.092,3379
-0.122,-0.41,-0.04,3384
-0.092,-0.36,0.028,3389
-0.074,-0.281,0.098,3394
-0.024,-0.24,0.144,3399
0.034,-0.207,0.25,3404
0.086,-0.148,0.277,3409
0.065,-0.09,0.262,3414
0.041,-0.029,0.227,3419
-0.001,0.046,0.2,3424
-0.061,0.016,0.236,3429
-0.111,0.036,0.157,3434
-0.165,0.028,0.098,3439
-0.273,0.046,0.079,3444
-0.34,0.029,0.089,3449
-0.345,-0.008,0.153,3453
-0.324,-0.041,0.202,3458
-0.278,-0.054,0.303,3463
-0.199,-0.053,0.367,3468
-0.157,-0.065,0.365,3473
-0.094,-0.05,0.358,3478
-0.028,-0.019,0.323,3483
0.0,0.042,0.23,3488
0.068,0.073,0.181,3493
0.079,0.113,0.124,3498
0.161,0.114,0.008,3503
0.197,0.129,-0.147,3508
0.125,0.137,-0.292,3513
0.121,0.128,-0.327,3518
0.126,0.102,-0.286,3523
0.127,0.031,-0.214,3528
0.079,-0.027,-0.175,3533
0.015,-0.024,-0.179,3538
-0.028,-0.009,-0.153,3542
-0.116,0.004,-0.163,3547
-0.186,0.012,-0.095,3552
-0.232,0.024,-0.068,3557
-0.252,-0.003,-0.083,3562
-0.227,0.035,-0.066,3567
-0.208,0.066,-0.098,3572
-0.187,0.094,-0.123,3577
-0.13,0.123,-0.033,3582
-0.013,0.119,-0.034,3587
0.073,0.155,-0.082,3592
0.143,0.169,-0.156,3597
0.198,0.217,-0.153,3602
0.294,0.234,-0.198,3607
0.343,0.245,-0.247,3612
0.347,0.285,-0.3,3617
0.386,0.257,-0.291,3622
0.429,0.257,-0.34,3627
0.369,0.283,-0.375,3632
0.405,0.263,-0.415,3637
0.476,0.207,-0.472,3641
0.476,0.13,-0.395,3646
0.373,0.134,-0.299,3651
0.292,0.06,-0.33,3656
0.297,0.033,-0.314,3661
0.259,0.021,-0.261,3666
0.237,0.023,-0.209,3671
0.239,0.012,-0.184,3676
0.202,-0.019,-0.187,3681
0.234,-0.017,-0.147,3686
0.271,-0.011,-0.166,3691
0.278,0.011,-0.15,3696
0.315,0.006,-0.092,3701
0.4,0.039,-0.056,3706
0.386,0.091,-0.025,3711
0.351,0.125,-0.014,3716
0.351,0.126,-0.017,3721
0.346,0.1,-0.028,3726
0.337,0.051,-0.021,3731
0.32,0.033,0.002,3735
