# Accelerometer Data File
# Started @Tue Apr 28 17:14:41 GMT+08:00 2020
#
#
# sensor Vendor: BOSCH
# sensor Name: BMI160 Accelerometer
# sensor Resolution: 0.0023956299m/sec^2; Max Range: 156.9064; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ","
# X,Y,Z,time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity  filtered out
# Accuracy: HIGH
0.475,8.749,0.022,0
0.393,7.827,0.067,4
0.358,7.07,0.056,5
0.318,6.376,0.025,5
0.286,5.742,0.044,5
0.227,5.138,0.074,5
0.256,4.637,0.023,5
0.222,4.165,0.064,5
0.187,3.8,0.088,5
0.155,3.403,0.053,5
0.144,3.071,0.039,5
0.125,2.742,0.027,5
0.134,2.468,0.002,5
0.121,2.213,0.002,5
0.126,2.03,0.015,5
0.13,1.818,0.0,5
0.109,1.624,-0.025,5
0.055,1.444,-0.009,5
0.071,1.308,-0.034,5
0.059,1.19,0.011,5
0.045,1.067,0.023,5
0.04,0.973,-0.008,5
0.058,0.845,0.0,5
0.073,0.782,0.03,5
0.062,0.683,0.01,5
0.017,0.623,0.026,5
0.015,0.569,0.045,5
0.013,0.495,0.002,5
0.003,0.454,0.032,4
0.012,0.417,0.024,5
0.019,0.38,0.009,5
0.004,0.346,0.025,5
0.004,0.303,-0.011,5
0.029,0.281,0.015,5
-0.003,0.257,-0.003,5
0.074,0.236,-0.028,5
0.015,0.195,-0.013,5
0.03,0.175,-0.003,5
0.032,0.184,0.014,5
0.046,0.131,0.021,5
0.028,0.105,0.002,5
0.008,0.098,0.002,5
0.033,0.089,-0.011,5
0.025,0.088,-0.031,5
0.023,0.097,-0.011,5
0.016,0.078,-0.01,5
-0.006,0.079,-0.004,5
0.024,0.062,0.0,5
0.0,0.082,0.017,5
-0.012,0.061,0.006,5
0.005,0.037,0.001,5
0.039,0.029,0.01,5
0.009,0.039,-0.007,5
0.021,0.022,0.018,5
0.011,0.033,0.034,5
0.001,0.0,0.022,4
-0.037,0.021,0.006,5
0.013,0.032,0.01,5
0.003,0.024,0.022,5
0.037,-0.007,0.007,5
0.016,-0.015,-0.023,5
0.006,0.007,0.013,5
-0.002,0.015,0.003,5
-0.049,-0.02,-0.018,5
-0.019,0.015,0.03,5
-0.043,0.014,-0.011,5
-0.034,-0.013,-0.018,5
-0.005,0.005,0.0,5
-0.03,-0.012,-0.016,5
-0.014,-0.028,-0.036,5
-0.034,-0.012,-0.024,5
-0.026,-0.002,0.003,5
-0.024,0.019,0.025,5
-0.021,0.004,0.022,5
-0.032,0.003,0.011,5
-0.012,0.037,0.023,5
-0.01,0.008,0.025,5
-0.001,0.007,-0.003,5
-0.048,0.015,-0.002,5
-0.03,-0.007,0.001,5
0.019,0.001,-0.002,5
-0.02,0.014,-0.006,4
-0.018,-0.008,-0.018,5
0.047,0.018,0.004,5
0.029,0.003,-0.017,5
0.061,-0.044,-0.024,5
0.051,-0.014,-0.004,5
0.08,0.013,0.008,5
0.076,-0.005,-0.026,5
0.099,-0.009,-0.006,5
0.093,-0.038,0.002,5
0.058,-0.021,0.01,5
0.061,-0.015,0.018,5
-0.013,-0.061,0.025,5
0.0,-0.024,0.031,5
-0.038,0.007,0.032,5
-0.008,0.007,0.02,5
-0.038,0.006,0.009,5
-0.047,0.035,0.039,5
-0.016,0.023,0.013,5
-0.014,0.004,0.007,5
0.0,0.008,0.015,5
0.025,0.033,-0.028,5
-0.011,0.016,-0.013,5
-0.019,0.002,0.057,5
-0.043,-0.002,-0.008,5
-0.038,0.015,-0.076,5
-0.082,-0.012,-0.086,5
-0.108,-0.015,-0.073,5
-0.097,0.003,-0.057,4
-0.066,-0.018,-0.056,5
-0.089,-0.016,-0.08,5
-0.067,0.023,-0.085,5
0.003,0.025,-0.046,5
0.028,0.031,-0.016,5
0.107,0.041,-0.018,5
0.174,0.02,0.026,5
0.165,0.031,0.044,5
0.144,0.023,0.053,5
0.152,0.012,0.108,5
0.128,-0.023,0.106,5
0.067,-0.042,0.065,5
0.052,-0.05,0.058,5
0.025,-0.024,0.005,5
-0.015,-0.008,0.022,5
-0.057,0.004,-0.035,5
-0.064,-0.004,-0.006,5
-0.036,0.039,-0.027,5
-0.067,0.031,0.009,5
-0.103,0.023,-0.021,5
-0.05,-0.013,0.006,5
-0.014,0.009,0.023,5
-0.026,-0.004,0.029,5
-0.049,0.004,-0.016,5
-0.048,-0.012,-0.006,5
-0.013,-0.011,-0.014,5
0.013,-0.006,-0.038,4
0.007,-0.009,-0.013,5
-0.031,0.004,-0.024,5
-0.015,0.025,-0.043,5
-0.027,0.026,-0.039,5
-0.011,0.007,-0.022,5
-0.027,0.006,-0.011,5
-0.016,0.005,0.015,5
-0.04,-0.007,0.022,5
-0.036,-0.002,-0.014,5
-0.002,-0.002,-0.051,5
0.006,-0.019,-0.003,5
0.044,0.008,0.001,5
0.035,-0.009,-0.016,5
0.062,0.008,-0.023,5
0.056,0.003,0.013,5
0.059,-0.001,0.016,5
0.01,-0.014,0.001,5
0.009,-0.016,0.01,5
0.003,-0.019,-0.016,5
0.012,-0.013,-0.019,5
-0.006,0.005,0.012,5
-0.048,0.013,-0.005,5
-0.043,0.0,0.0,5
-0.048,0.02,0.016,5
0.0,0.014,0.014,5
0.017,0.008,0.034,5
0.032,0.024,0.014,5
0.016,0.009,0.004,4
0.019,0.004,-0.009,5
0.021,-0.004,0.004,5
0.002,-0.034,0.008,5
0.027,-0.022,-0.013,5
0.029,-0.002,-0.003,5
0.017,-0.006,0.009,5
0.007,0.01,0.021,5
-0.027,0.001,-0.015,5
-0.033,0.018,-0.03,5
-0.008,0.012,-0.006,5
-0.042,0.002,0.028,5
-0.02,-0.01,0.0,5
-0.036,-0.005,0.008,5
-0.041,0.0,0.029,5
-0.045,-0.009,0.035,5
-0.041,0.009,0.018,5
-0.015,-0.004,0.025,5
-0.039,0.0,0.04,5
-0.001,-0.004,0.04,5
0.02,-0.003,0.023,5
0.001,0.005,0.012,5
0.022,-0.021,0.037,5
0.02,-0.014,0.011,5
0.035,-0.004,-0.015,5
0.014,-0.004,-0.018,5
-0.008,0.0,-0.011,4
0.009,0.022,-0.027,5
-0.029,-0.001,-0.046,5
0.007,0.024,-0.029,5
-0.019,0.017,-0.026,5
-0.03,0.015,-0.006,5
0.02,0.018,-0.035,5
0.013,0.0,-0.01,5
0.012,-0.03,-0.052,5
-0.001,0.019,-0.017,5
0.028,-0.012,0.023,5
0.008,-0.036,-0.022,5
0.033,-0.016,-0.011,5
0.008,-0.005,-0.001,5
0.016,-0.026,-0.005,5
0.006,-0.011,0.0,5
0.014,-0.001,0.003,5
-0.013,0.011,0.02,5
0.001,0.023,-0.02,5
-0.033,0.025,-0.001,5
-0.012,0.035,-0.069,5
-0.024,0.027,-0.093,5
-0.004,0.012,-0.023,5
-0.021,0.019,-0.055,5
-0.002,0.021,-0.019,5
0.015,-0.01,-0.026,5
-0.003,-0.03,-0.002,5
0.009,-0.053,0.015,4
0.026,-0.044,0.005,5
0.049,-0.026,0.013,5
0.031,-0.019,0.02,5
0.036,-0.009,-0.011,5
0.059,0.004,-0.019,5
0.001,-0.025,-0.012,5
-0.015,-0.023,0.018,5
-0.01,0.0,0.033,5
-0.026,-0.012,0.008,5
-0.027,-0.019,0.008,5
0.0,-0.03,0.02,5
0.022,-0.023,0.013,5
0.015,-0.025,0.038,5
0.005,-0.018,0.021,5
-0.003,-0.003,0.04,5
0.013,-0.02,0.032,5
-0.013,0.011,0.003,5
-0.016,0.001,0.02,5
-0.006,0.001,0.013,5
-0.005,0.001,-0.004,5
-0.013,0.031,-0.025,5
-0.02,0.041,0.002,5
-0.001,0.011,-0.019,5
0.011,-0.002,-0.008,5
0.006,0.019,0.022,5
-0.033,0.017,0.028,5
-0.012,-0.023,-0.017,5
0.018,-0.008,0.019,4
-0.021,0.018,-0.008,5
-0.028,-0.026,-0.025,5
-0.034,-0.023,0.02,5
-0.035,-0.008,0.014,5
-0.001,-0.033,-0.004,5
0.007,-0.021,0.0,5
-0.045,-0.006,0.008,5
-0.023,-0.005,0.025,5
-0.033,0.0,-0.02,5
-0.03,0.003,0.003,5
-0.014,0.024,0.011,5
-0.064,0.048,0.018,5
-0.032,0.004,0.0,5
0.005,0.0,0.012,5
0.0,0.012,-0.01,5
0.043,0.011,0.016,5
0.06,0.018,-0.04,5
0.08,0.021,-0.036,5
0.046,0.036,-0.002,5
0.037,0.037,-0.006,5
0.085,0.007,-0.014,5
0.111,-0.014,-0.004,5
0.083,-0.004,-0.038,5
0.053,-0.012,-0.039,5
0.034,-0.024,-0.035,5
0.001,0.021,-0.023,5
-0.024,0.001,-0.042,5
-0.043,0.014,-0.012,4
-0.065,0.034,0.023,5
-0.011,0.018,-0.026,5
-0.005,-0.013,0.002,5
-0.056,-0.008,0.019,5
-0.012,-0.028,0.021,5
-0.028,-0.017,-0.01,5
-0.012,-0.011,0.016,5
0.014,0.02,0.001,5
0.021,0.022,0.01,5
-0.032,0.024,0.026,5
-0.046,0.043,0.04,5
-0.045,0.034,0.028,5
-0.028,0.048,-0.03,5
-0.055,0.017,-0.04,5
-0.058,0.011,-0.032,5
-0.074,0.032,-0.046,5
-0.088,0.037,-0.045,5
-0.023,0.051,-0.067,5
0.043,0.015,-0.043,5
0.051,0.022,-0.021,5
0.089,0.059,-0.002,5
0.11,-0.002,0.032,5
0.091,0.014,0.033,5
0.099,0.013,0.021,5
0.05,-0.009,0.045,5
0.041,-0.025,0.04,5
0.063,-0.023,0.028,4
0.013,-0.003,0.016,5
0.0,0.022,-0.006,5
-0.004,0.041,0.037,5
-0.06,0.037,-0.026,5
-0.006,0.033,-0.037,5
-0.001,0.013,-0.016,5
-0.019,0.0,0.006,5
-0.03,0.007,0.01,5
-0.009,-0.014,0.026,5
-0.017,-0.06,0.011,5
0.031,-0.037,0.027,5
0.006,-0.05,0.02,5
0.01,-0.041,-0.007,5
0.026,-0.054,0.006,5
0.058,-0.023,0.035,5
0.052,-0.016,-0.015,5
0.047,-0.032,-0.052,5
0.025,-0.024,0.0,5
-0.007,0.003,-0.004,5
-0.028,0.016,0.013,5
-0.02,-0.006,0.007,5
-0.001,-0.006,0.011,5
0.024,-0.001,0.048,5
0.009,0.016,0.044,5
-0.013,0.018,0.039,5
0.026,0.003,0.031,5
0.049,0.02,0.011,4
0.019,-0.007,0.009,5
0.03,0.002,-0.004,5
0.009,-0.015,-0.042,5
-0.025,-0.009,-0.025,5
-0.04,-0.03,-0.035,5
-0.066,-0.014,-0.053,5
-0.068,-0.008,-0.039,5
-0.074,0.005,-0.018,5
-0.023,-0.012,-0.016,5
-0.051,-0.028,0.019,5
-0.059,-0.016,0.0,5
-0.036,-0.01,0.004,5
0.001,0.011,0.008,5
0.027,0.014,0.011,5
0.033,-0.003,0.045,5
0.042,0.039,0.023,5
0.042,0.048,0.008,5
0.021,0.022,0.037,5
-0.002,0.015,0.042,5
0.01,-0.029,0.042,5
-0.003,0.021,0.016,5
0.005,0.019,0.019,5
0.005,-0.004,0.0,5
0.0,0.004,-0.025,5
-0.008,-0.012,-0.057,5
0.005,-0.007,-0.034,5
0.026,-0.01,-0.013,4
0.002,-0.035,-0.012,5
0.002,-0.023,-0.015,5
0.01,-0.008,0.003,5
-0.042,0.035,-0.001,5
-0.016,0.032,0.037,5
-0.006,-0.001,0.025,5
0.011,0.007,0.048,5
-0.011,0.002,0.03,5
-0.001,0.023,0.023,5
-0.014,0.004,0.008,5
0.004,-0.013,0.028,5
0.004,-0.016,0.025,5
-0.039,-0.036,0.001,5
-0.057,-0.032,0.049,5
-0.029,-0.02,0.039,5
-0.018,-0.023,-0.002,5
0.009,-0.029,0.014,5
-0.017,-0.035,0.008,5
-0.002,-0.022,0.0,5
0.01,-0.003,0.003,5
0.0,0.001,0.024,5
-0.025,0.009,0.022,5
0.024,0.0,-0.022,5
-0.003,-0.038,-0.042,5
0.018,-0.026,0.013,5
0.003,-0.01,-0.009,5
-0.001,-0.026,0.0,4
-0.009,-0.028,0.064,5
-0.017,0.0,0.023,5
0.01,-0.016,0.043,5
-0.016,-0.032,0.047,5
-0.006,-0.063,0.042,5
-0.022,-0.048,0.012,5
0.009,-0.052,0.041,5
0.008,-0.025,0.058,5
0.0,-0.018,0.104,5
0.003,-0.004,0.102,5
-0.018,0.048,0.066,5
0.017,0.038,0.021,5
-0.022,0.013,0.019,5
0.009,0.029,-0.004,5
0.026,0.017,-0.008,5
0.014,0.037,0.022,5
0.034,0.025,0.011,5
0.022,0.001,0.027,5
0.003,0.001,0.055,5
-0.018,0.005,0.084,5
0.009,0.013,0.08,5
-0.004,0.0,0.033,5
0.004,0.0,0.021,5
0.016,0.016,0.014,5
-0.023,0.01,-0.042,5
-0.047,-0.02,-0.012,5
-0.042,-0.04,-0.045,5
-0.016,-0.023,-0.049,4
0.028,-0.029,-0.044,5
0.025,0.007,0.011,5
0.048,0.011,0.031,5
0.056,0.014,-0.001,5
0.059,0.021,0.011,5
0.027,0.049,0.027,5
0.059,0.113,-0.005,5
0.088,0.098,-0.004,5
0.023,0.058,0.008,5
-0.026,0.052,0.016,5
-0.006,0.047,0.006,5
0.032,0.038,0.027,5
0.033,0.012,0.007,5
0.021,-0.027,-0.049,5
-0.001,-0.046,-0.018,5
0.041,-0.08,0.021,5
0.037,-0.068,-0.019,5
0.011,-0.035,-0.017,5
0.002,-0.04,0.044,5
0.027,-0.049,0.048,5
0.046,-0.022,0.061,5
0.028,0.009,0.046,5
-0.004,0.03,0.067,5
-0.046,0.057,0.073,5
-0.05,0.042,0.083,5
-0.058,0.03,0.109,5
-0.057,-0.007,0.081,5
-0.068,-0.032,0.043,4
-0.066,-0.029,0.047,5
-0.033,-0.052,0.016,5
-0.03,-0.046,-0.027,5
-0.065,-0.046,0.052,5
-0.067,-0.016,0.038,5
-0.026,0.002,0.017,5
0.036,-0.006,-0.01,5
0.019,-0.018,-0.013,5
0.06,-0.007,-0.037,5
-0.018,0.022,0.004,5
-0.012,0.024,0.004,5
-0.011,0.056,0.012,5
-0.027,0.046,0.019,5
-0.033,0.05,0.052,5
-0.025,0.028,0.059,5
-0.113,-0.004,0.079,5
-0.093,-0.021,0.089,5
-0.028,-0.053,0.024,5
-0.02,-0.048,-0.021,5
-0.04,-0.052,-0.027,5
-0.075,-0.064,-0.012,5
-0.024,-0.061,0.01,5
0.008,-0.038,0.026,5
