x,y,z,duration
-0.262,-0.149,0.064,125080
-0.214,-0.138,0.079,125085
-0.137,-0.155,0.101,125090
-0.041,-0.126,0.087,125095
-0.02,-0.101,0.048,125100
0.055,-0.103,0.047,125105
0.045,-0.089,0.06,125110
0.062,-0.045,0.011,125115
0.103,-0.084,0.027,125120
0.106,-0.084,0.011,125125
0.117,-0.05,0.01,125130
0.122,-0.032,0.043,125134
0.123,-0.059,0.086,125139
0.119,-0.048,0.065,125144
0.146,-0.035,0.088,125149
0.153,-0.031,0.136,125154
0.146,-0.024,0.156,125159
0.149,0.003,0.154,125164
0.086,0.012,0.168,125169
0.052,0.041,0.121,125174
0.055,0.058,0.131,125179
0.037,0.074,0.212,125184
-0.048,0.096,0.126,125189
0.0,0.087,0.118,125194
-0.078,0.1,0.093,125199
-0.052,0.128,0.067,125204
-0.026,0.111,0.025,125209
-0.079,0.104,0.014,125214
-0.024,0.107,0.008,125219
-0.013,0.083,-0.022,125224
-0.029,0.079,-0.045,125229
-0.043,0.041,-0.075,125234
-0.034,0.032,-0.098,125238
-0.022,0.055,-0.062,125243
-0.007,0.041,-0.034,125248
-0.041,0.015,-0.039,125253
-0.049,0.035,-0.035,125258
-0.079,0.04,-0.006,125263
-0.054,0.019,0.007,125268
-0.079,-0.008,0.053,125273
-0.062,0.005,0.052,125278
-0.086,-0.042,0.034,125283
-0.099,-0.068,0.065,125288
-0.11,-0.091,0.084,125293
-0.108,-0.086,0.063,125298
-0.089,-0.091,0.065,125303
-0.11,-0.09,0.115,125308
-0.021,-0.098,0.077,125313
-0.023,-0.054,0.07,125318
-0.004,-0.018,0.084,125323
0.06,-0.034,0.037,125328
0.016,-0.013,0.072,125333
0.018,0.061,-0.003,125337
0.059,0.089,-0.007,125342
0.045,0.076,-0.028,125347
0.04,0.098,0.008,125352
0.084,0.093,-0.013,125357
0.045,0.057,-0.003,125362
-0.023,0.073,-0.054,125367
0.026,0.083,-0.045,125372
0.032,0.07,-0.057,125377
0.05,0.033,-0.03,125382
0.062,0.03,-0.066,125387
0.06,0.07,-0.042,125392
0.08,0.028,-0.029,125397
0.068,0.008,-0.056,125402
0.048,0.029,-0.076,125407
0.099,0.017,-0.047,125412
0.124,0.011,-0.047,125417
0.068,-0.015,-0.02,125422
0.07,-0.03,-0.044,125427
0.063,-0.049,-0.005,125432
0.044,-0.035,-0.005,125436
0.009,-0.058,-0.026,125441
0.017,-0.048,0.023,125446
-0.006,-0.038,0.017,125451
-0.009,-0.065,-0.014,125456
-0.038,-0.045,0.029,125461
-0.043,-0.041,0.031,125466
-0.026,-0.019,-0.036,125471
-0.062,0.025,-0.02,125476
-0.051,0.022,-0.009,125481
-0.064,0.016,-0.017,125486
-0.074,0.04,0.006,125491
-0.05,0.036,-0.015,125496
-0.07,0.062,-0.048,125501
-0.102,0.086,-0.018,125506
-0.092,0.086,-0.05,125511
-0.083,0.073,-0.058,125516
-0.044,0.083,0.007,125521
-0.04,0.075,-0.006,125526
-0.074,0.054,-0.005,125530
-0.032,0.04,-0.017,125535
-0.051,0.019,-0.072,125540
-0.024,0.0,-0.082,125545
