Anchor,Ranging,Duration
An0051,89,3.181465148925781
An0054,755,3.181465148925781
An0015,800,3.181465148925781
An0014,975,3.181465148925781
An0051,90,3.693116426467896
An0054,756,3.693116426467896
An0015,800,3.693116426467896
An0014,975,3.693116426467896
An0015,521,6.77806282043457
An0014,645,6.77806282043457
An0054,886,6.77806282043457
An0030,940,6.77806282043457
An0015,518,7.289458751678468
An0014,633,7.289458751678468
An0054,824,7.289458751678468
An0030,940,7.289458751678468
An0015,485,7.803219556808473
An0014,608,7.803219556808473
An0054,824,7.803219556808473
An0030,940,7.803219556808473
An0015,318,9.3408203125
An0014,413,9.3408203125
An0030,811,9.3408203125
An0054,913,9.3408203125
An0015,294,9.841300010681152
An0014,404,9.841300010681152
An0030,811,9.841300010681152
An0054,941,9.841300010681152
An0015,294,10.341891527175905
An0014,404,10.341891527175905
An0030,790,10.341891527175905
An0054,941,10.341891527175905
