x,y,z,duration
-0.011,0.318,-0.377,3004
0.101,0.291,-0.257,3009
0.117,0.313,-0.219,3014
0.135,0.355,-0.257,3019
0.139,0.311,-0.227,3024
0.164,0.306,-0.174,3028
0.169,0.31,-0.083,3033
0.139,0.348,-0.062,3038
0.142,0.3,-0.047,3043
0.201,0.291,-0.077,3048
0.211,0.318,-0.026,3053
0.156,0.304,0.019,3058
0.149,0.338,0.168,3063
0.254,0.321,0.207,3068
0.216,0.328,0.048,3073
0.164,0.304,0.056,3078
0.079,0.273,-0.052,3083
0.118,0.246,0.013,3088
0.128,0.23,0.149,3093
-0.005,0.22,0.104,3098
-0.082,0.232,0.085,3103
-0.069,0.304,0.283,3108
-0.088,0.338,0.311,3113
-0.122,0.356,0.25,3118
-0.106,0.247,0.087,3123
-0.155,0.201,0.069,3127
-0.118,0.181,0.144,3132
-0.059,0.072,0.164,3137
-0.057,0.017,0.208,3142
-0.004,0.003,0.192,3147
0.064,-0.027,0.233,3152
0.135,-0.059,0.278,3157
0.247,-0.036,0.263,3162
0.3,-0.01,0.194,3167
0.3,-0.014,0.149,3172
0.33,-0.016,0.039,3177
0.344,-0.01,0.031,3182
0.293,-0.027,0.01,3187
0.212,-0.02,0.065,3192
0.139,0.007,0.123,3197
0.09,-0.036,0.158,3202
-0.004,-0.101,0.259,3207
-0.103,-0.186,0.358,3212
-0.204,-0.232,0.421,3217
-0.249,-0.269,0.517,3222
-0.28,-0.328,0.564,3226
-0.346,-0.364,0.547,3231
-0.394,-0.397,0.548,3236
-0.531,-0.396,0.493,3241
-0.586,-0.326,0.444,3246
-0.626,-0.242,0.481,3251
-0.611,-0.179,0.472,3256
-0.532,-0.079,0.442,3261
-0.458,0.006,0.35,3266
-0.338,0.053,0.263,3271
-0.098,0.108,0.177,3276
0.105,0.187,0.159,3281
0.306,0.207,0.221,3286
0.439,0.243,0.224,3291
0.498,0.24,0.245,3296
0.595,0.216,0.229,3301
0.591,0.177,0.275,3306
0.597,0.107,0.213,3311
0.567,0.032,0.209,3316
0.519,-0.052,0.097,3321
0.403,-0.073,0.019,3325
0.276,-0.13,-0.025,3330
0.141,-0.16,-0.006,3335
0.066,-0.174,-0.014,3340
-0.09,-0.204,-0.034,3345
-0.193,-0.231,0.02,3350
-0.23,-0.255,0.057,3355
-0.259,-0.299,0.043,3360
-0.332,-0.286,0.12,3365
-0.333,-0.296,0.095,3370
-0.364,-0.279,0.069,3375
-0.358,-0.273,0.04,3380
-0.27,-0.267,-0.088,3385
-0.2,-0.284,-0.213,3390
-0.185,-0.268,-0.325,3395
-0.188,-0.194,-0.448,3400
-0.177,-0.123,-0.48,3405
-0.116,-0.106,-0.467,3410
-0.109,-0.065,-0.541,3415
-0.064,-0.003,-0.65,3419
0.032,0.031,-0.646,3424
0.02,0.075,-0.654,3429
-0.007,0.102,-0.593,3434
0.036,0.118,-0.525,3439
-0.005,0.153,-0.477,3444
0.007,0.173,-0.438,3449
0.024,0.164,-0.39,3454
-0.025,0.165,-0.355,3459
-0.061,0.135,-0.332,3464
-0.051,0.135,-0.295,3469
-0.046,0.134,-0.282,3474
-0.162,0.103,-0.31,3479
-0.158,0.14,-0.344,3484
-0.125,0.1,-0.378,3489
-0.143,0.09,-0.34,3494
-0.15,0.107,-0.285,3499
-0.204,0.075,-0.269,3504
-0.24,0.084,-0.229,3509
-0.211,0.072,-0.159,3514
-0.229,0.004,-0.186,3518
-0.197,0.0,-0.21,3523
-0.143,0.025,-0.189,3528
-0.206,0.053,-0.201,3533
-0.207,0.078,-0.206,3538
-0.221,0.07,-0.173,3543
-0.281,0.041,-0.237,3548
-0.287,0.02,-0.282,3553
-0.31,0.009,-0.276,3558
-0.318,-0.021,-0.261,3563
-0.294,-0.04,-0.235,3568
-0.274,-0.041,-0.263,3573
-0.22,-0.054,-0.228,3578
-0.168,-0.109,-0.197,3583
-0.091,-0.197,-0.138,3588
0.016,-0.19,-0.116,3593
0.109,-0.158,-0.044,3598
0.159,-0.129,-0.056,3603
