x,y,z,duration
0.28,-0.155,0.129,2341
0.243,-0.105,0.09,2346
0.232,-0.051,0.047,2351
0.187,-0.016,0.063,2356
0.129,0.006,0.057,2361
0.108,0.057,-0.034,2366
0.067,0.09,-0.078,2371
0.069,0.107,-0.061,2376
0.023,0.148,-0.081,2381
0.0,0.142,-0.116,2386
0.003,0.158,-0.13,2391
0.0,0.168,-0.147,2396
0.0,0.177,-0.137,2401
-0.009,0.194,-0.089,2406
-0.016,0.191,-0.118,2411
-0.041,0.181,-0.068,2416
-0.002,0.18,-0.052,2421
-0.01,0.175,-0.034,2426
-0.027,0.149,0.011,2431
-0.015,0.091,0.002,2436
-0.009,0.043,-0.002,2440
-0.047,0.008,0.015,2445
-0.038,-0.035,0.026,2450
-0.086,-0.027,0.041,2455
-0.051,-0.067,0.058,2460
-0.063,-0.06,0.052,2465
-0.087,-0.072,0.068,2470
-0.091,-0.064,0.074,2475
-0.061,-0.097,0.037,2480
-0.067,-0.109,0.063,2485
-0.099,-0.093,0.057,2490
-0.085,-0.101,0.051,2495
-0.12,-0.1,0.085,2500
-0.077,-0.111,0.046,2505
-0.091,-0.091,0.063,2510
-0.039,-0.082,0.031,2515
-0.039,-0.078,0.075,2520
-0.001,-0.049,0.102,2525
0.028,-0.04,0.113,2530
0.021,-0.001,0.046,2535
0.036,0.015,0.033,2539
0.063,0.027,0.042,2544
0.048,0.028,0.038,2549
0.073,0.068,0.004,2554
0.122,0.083,-0.017,2559
0.14,0.053,-0.024,2564
0.143,0.056,-0.03,2569
0.15,0.038,-0.049,2574
0.17,0.034,-0.087,2579
0.166,0.039,-0.082,2584
0.123,0.009,-0.074,2589
0.145,-0.029,-0.045,2594
0.118,-0.014,-0.019,2599
0.063,-0.055,0.008,2604
0.005,-0.08,0.037,2609
-0.029,-0.093,0.072,2614
-0.005,-0.101,0.086,2619
-0.073,-0.087,0.104,2624
-0.062,-0.065,0.102,2629
-0.055,-0.063,0.109,2634
-0.063,-0.039,0.094,2638
-0.099,-0.022,0.054,2643
-0.102,0.022,0.023,2648
-0.105,0.015,0.016,2653
-0.103,0.023,0.036,2658
-0.084,0.072,-0.027,2663
-0.08,0.082,-0.05,2668
-0.063,0.091,-0.028,2673
-0.048,0.073,-0.064,2678
-0.048,0.057,-0.07,2683
-0.039,0.043,-0.072,2688
-0.065,0.047,-0.039,2693
-0.063,0.047,-0.043,2698
-0.043,0.016,-0.043,2703
0.003,0.049,-0.013,2708
0.02,0.009,0.0,2713
-0.041,-0.038,0.026,2718
0.009,-0.064,0.028,2723
0.025,-0.058,0.064,2728
0.001,-0.073,0.096,2733
-0.019,-0.062,0.104,2738
-0.03,-0.043,0.072,2742
0.011,-0.047,0.051,2747
0.031,-0.021,0.046,2752
-0.01,0.032,0.063,2757
-0.039,0.055,0.052,2762
-0.022,0.079,0.004,2767
-0.037,0.067,0.021,2772
-0.02,0.108,-0.006,2777
-0.061,0.106,-0.01,2782
-0.081,0.121,-0.013,2787
-0.099,0.126,-0.068,2792
-0.102,0.139,-0.057,2797
-0.083,0.082,-0.12,2802
-0.105,0.065,-0.112,2807
-0.137,0.08,-0.122,2812
-0.085,0.02,-0.136,2817
-0.111,0.018,-0.092,2822
-0.087,0.0,-0.066,2827
-0.078,-0.039,-0.059,2832
-0.074,-0.056,-0.01,2837
-0.058,-0.094,-0.009,2841
-0.022,-0.101,0.004,2846
-0.02,-0.113,0.047,2851
-0.018,-0.132,0.081,2856
-0.029,-0.123,0.107,2861
-0.017,-0.119,0.092,2866
0.035,-0.107,0.083,2871
0.023,-0.109,0.117,2876
0.003,-0.094,0.058,2881
0.003,-0.033,0.044,2886
0.037,-0.025,0.048,2891
0.063,-0.031,0.065,2896
0.036,0.036,0.002,2901
-0.014,0.045,0.019,2906
0.016,0.075,0.0,2911
0.006,0.063,0.0,2916
-0.007,0.121,0.039,2921
-0.015,0.101,-0.025,2926
-0.043,0.09,0.011,2931
-0.073,0.107,0.053,2936
-0.04,0.092,0.009,2941
-0.058,0.091,-0.017,2945
-0.086,0.043,0.079,2950
-0.103,0.022,0.023,2955
-0.08,0.024,0.004,2960
