x,y,z,duration
-0.286,0.088,0.155,63646
-0.231,0.066,0.126,63651
-0.186,0.068,0.096,63656
-0.159,0.057,0.057,63661
-0.139,0.03,0.064,63666
-0.151,0.035,0.07,63671
-0.101,-0.028,0.055,63676
-0.087,-0.042,0.084,63681
-0.104,-0.033,0.075,63686
-0.076,-0.043,0.115,63691
-0.073,-0.052,0.116,63696
-0.1,-0.064,0.1,63701
-0.116,-0.014,0.129,63706
-0.139,0.017,0.09,63711
-0.172,0.049,0.064,63716
-0.159,0.096,0.062,63721
-0.126,0.104,0.043,63726
-0.087,0.115,0.086,63731
-0.031,0.12,0.056,63736
-0.028,0.091,-0.014,63740
0.021,0.095,-0.021,63745
0.088,0.055,-0.002,63750
0.139,0.054,-0.01,63755
0.151,0.04,0.012,63760
0.158,0.001,0.006,63765
0.185,-0.015,-0.011,63770
0.222,-0.057,-0.001,63775
0.204,-0.085,0.028,63780
0.21,-0.094,0.008,63785
0.21,-0.093,0.003,63790
0.172,-0.088,-0.001,63795
0.146,-0.114,0.007,63800
0.067,-0.094,0.024,63805
0.06,-0.05,-0.03,63810
0.041,-0.04,0.011,63815
0.02,-0.049,0.04,63820
0.013,-0.04,0.019,63825
-0.004,-0.032,0.017,63830
-0.017,0.001,0.002,63835
-0.002,0.014,0.041,63839
-0.049,0.034,0.002,63844
-0.053,0.065,0.002,63849
-0.043,0.114,-0.019,63854
-0.026,0.098,-0.004,63859
-0.045,0.101,0.004,63864
-0.04,0.173,0.004,63869
-0.071,0.151,0.008,63874
-0.059,0.089,0.007,63879
-0.053,0.097,0.019,63884
-0.065,0.118,0.004,63889
-0.05,0.089,0.025,63894
-0.045,0.011,0.031,63899
-0.027,-0.007,0.024,63904
-0.016,-0.023,0.004,63909
-0.07,-0.06,0.004,63914
-0.063,-0.084,0.051,63919
-0.031,-0.097,0.045,63924
-0.054,-0.087,0.024,63929
-0.018,-0.1,0.047,63934
-0.025,-0.12,0.051,63939
-0.031,-0.095,0.024,63943
-0.036,-0.068,0.009,63948
0.005,-0.061,0.004,63953
0.022,-0.06,-0.026,63958
0.054,-0.028,0.01,63963
0.027,-0.016,-0.029,63968
0.037,0.075,-0.026,63973
0.089,0.089,0.01,63978
0.067,0.119,0.001,63983
0.074,0.128,-0.011,63988
0.109,0.137,-0.023,63993
0.103,0.145,-0.016,63998
0.11,0.126,-0.036,64003
0.124,0.113,-0.011,64008
0.065,0.076,0.006,64013
0.058,0.047,-0.002,64018
0.044,0.029,0.032,64023
0.026,-0.016,0.011,64028
0.045,-0.023,-0.049,64033
-0.002,-0.025,-0.027,64038
-0.006,-0.078,-0.016,64043
0.007,-0.101,0.006,64047
0.002,-0.112,0.04,64052
-0.049,-0.071,-0.002,64057
-0.023,-0.046,-0.001,64062
-0.033,-0.067,0.015,64067
-0.008,-0.056,0.018,64072
0.009,-0.025,0.029,64077
0.016,-0.005,0.017,64082
